관리번호,설비번호(구),설비명,수리일자,고장내용,고장부품,불량유형,조치내용,수리처,수리시간(분),수리금액,predictions,labels
M000000394,BRZ-011,브로제TM EOL  BALANCE M/C 2호기,2023-05-15,도아 LOCK 센서 이상 센서 교체,도아 LOCK 센서,이상,센서 교체,송명호윤동태,100,,"{'고장부품': '도아 LOCK 센서', '불량유형': '이상', '조치내용': '센서 교체'}","{'고장부품': '도아 LOCK 센서', '불량유형': '이상', '조치내용': '센서 교체'}"
M000000066,E-0107(시팅),로봇용접기 ROBOT 1호기,2023-05-15,아크 용접 불능 용접 케이블 와이어 꼬임 수리,아크 용접 케이블 와이어,꼬임,수리,윤동태,40,,"{'고장부품': '용접 케이블 와이어', '불량유형': '꼬임', '조치내용': '수리'}","{'고장부품': '아크 용접 케이블 와이어', '불량유형': '꼬임', '조치내용': '수리'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-05-15,와샤 조립기 전등이상 교체,와샤 조립기 전등,이상,전등 교체,윤동태,30,,"{'고장부품': '와샤 조립기 전등', '불량유형': '이상', '조치내용': '전등 교체'}","{'고장부품': '와샤 조립기 전등', '불량유형': '이상', '조치내용': '전등 교체'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-05-16,HMI 모니터 전원 미인가 전원 플러그 교체,HMI 모니터 전원,미인가,전원 플러그 교체,윤동태,30,,"{'고장부품': 'HMI 모니터 전원', '불량유형': '미인가', '조치내용': '전원 플러그 교체'}","{'고장부품': 'HMI 모니터 전원', '불량유형': '미인가', '조치내용': '전원 플러그 교체'}"
M000000419,ASM-033(시팅),조립기GGB BUSH 인덱스 조립기,2023-05-16,#5000공정 좌부시 감지센서 동작이상 센서 청소,좌부시 감지센서,동작이상,센서 청소,윤동태,30,,"{'고장부품': '#5000공정 좌부시 감지센서', '불량유형': '동작이상', '조치내용': '센서 청소'}","{'고장부품': '좌부시 감지센서', '불량유형': '동작이상', '조치내용': '센서 청소'}"
M000000082,E-0306,파워프레스(파워)110TON PRESS (P3),2023-05-16,플라이휠 방호카바 고정볼트 부러짐 수리,플라이휠 방호카바 고정볼트,부러짐,수리,오정수윤동태,60,,"{'고장부품': '플라이휠 방호카바 고정볼트', '불량유형': '부러짐', '조치내용': '수리'}","{'고장부품': '플라이휠 방호카바 고정볼트', '불량유형': '부러짐', '조치내용': '수리'}"
M000000685,HET-004,브레이징로,2023-05-16,클램프 감지센서 동작이상 센서 불량 교체,클램프 감지센서,동작 이상,감지센서 불량 교체,송명호윤동태,120,,"{'고장부품': '클램프 감지센서', '불량유형': '동작이상', '조치내용': '센서 불량 교체'}","{'고장부품': '클램프 감지센서', '불량유형': '동작 이상', '조치내용': '감지센서 불량 교체'}"
Z000000001,Z000000001,기타,2023-05-16,구측정실앞 천정 전등 추가 설치,구측정실앞 천정 전등,불량 없음,전등 추가 설치,보전반전원,120,,"{'고장부품': '천정 전등', '불량유형': '고장', '조치내용': '전등 추가 설치'}","{'고장부품': '구측정실앞 천정 전등', '불량유형': '불량 없음', '조치내용': '전등 추가 설치'}"
Z000000001,Z000000001,기타,2023-05-16,구측정실앞 천정 전등 추가 설치,구측정실앞 천정 전등,불충분한 천정 조명,천정 전등 추가 설치,보전반전원,120,,"{'고장부품': '천정 전등', '불량유형': '고장', '조치내용': '전등 추가 설치'}","{'고장부품': '구측정실앞 천정 전등', '불량유형': '불충분한 천정 조명', '조치내용': '천정 전등 추가 설치'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-05-17,80공정 유격불량 BACK UO PIN 간격조정,80공정 BACK UO PIN,유격불량,간격조정,송명호,30,,"{'고장부품': 'BACK UO PIN', '불량유형': '유격불량', '조치내용': '간격조정'}","{'고장부품': '80공정 BACK UO PIN', '불량유형': '유격불량', '조치내용': '간격조정'}"
M000000419,ASM-033(시팅),조립기GGB BUSH 인덱스 조립기,2023-05-17,5000공정 #3클램프 간헐적 부싱클램프 안됨 클램프닫힘 속도조정감지센서조정,#3 클램프,간헐적으로 닫히지 않음,"클램프 닫힘 속도 조정, 감지 센서 조정",송명호윤동태,120,,"{'고장부품': '클램프', '불량유형': '간헐적 부싱', '조치내용': '클램프 안됨, 속도조정 감지센서 조정'}","{'고장부품': '#3 클램프', '불량유형': '간헐적으로 닫히지 않음', '조치내용': '클램프 닫힘 속도 조정, 감지 센서 조정'}"
M000000192,POP-038,파워프레스200TON PRESS (B3),2023-05-17,안전1행정 기동이상 캠 스위치 순간적 접축불량 캠 스위치 회전후 정상,캠 스위치,"기동이상, 순간적 접축불량",캠 스위치 회전 후 정상,송명호오정수,40,,"{'고장부품': '캠 스위치', '불량유형': '기동 이상, 순간적 접축 불량', '조치내용': '캠 스위치 회전 후 정상'}","{'고장부품': '캠 스위치', '불량유형': '기동이상, 순간적 접축불량', '조치내용': '캠 스위치 회전 후 정상'}"
M000000193,POP-039,파워프레스200TON PRESS (B4),2023-05-17,과부하 작동불량 오바로드 펌프 오일레벨이상 오일보충 공기빼기,오바로드 펌프,"과부하 작동불량, 오일레벨이상","오일보충, 공기 빼기",송묭호윤동태,100,,"{'고장부품': '오바로드 펌프', '불량유형': '오일레벨 이상', '조치내용': '오일 보충 및 공기 빼기'}","{'고장부품': '오바로드 펌프', '불량유형': '과부하 작동불량, 오일레벨이상', '조치내용': '오일보충, 공기 빼기'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-17,brose cfm 수감 시험기 제작 도색 완료,brose cfm 수감 시험기,제작 도색 불량,도색 완료,오정수성종원,300,,"{'고장부품': 'brose cfm 수감 시험기', '불량유형': '제작 도색', '조치내용': '완료'}","{'고장부품': 'brose cfm 수감 시험기', '불량유형': '제작 도색 불량', '조치내용': '도색 완료'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-17,cn7 라인 인라인 선풍기 5대 brkt 제작 도색 설치 및 콘센트 설치 대기,cn7 라인 인라인 선풍기,brkt 미설치,"brkt 제작, 도색 및 설치, 콘센트 설치 대기",오정수성종원,240,,"{'고장부품': 'cn7 라인 인라인 선풍기 5대 brkt', '불량유형': '제작 도색', '조치내용': '센센트 설치 및 대기'}","{'고장부품': 'cn7 라인 인라인 선풍기', '불량유형': 'brkt 미설치', '조치내용': 'brkt 제작, 도색 및 설치, 콘센트 설치 대기'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-17,기존 사출 금형 반전기 작업 콘센트 설치,사출 금형 반전기 작업 콘센트,설치되지 않음,콘센트 설치,윤동태,180,,"{'고장부품': '기존 사출 금형 반전기 작업 콘센트', '불량유형': '설치 필요', '조치내용': '콘센트 설치'}","{'고장부품': '사출 금형 반전기 작업 콘센트', '불량유형': '설치되지 않음', '조치내용': '콘센트 설치'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-17,출하장 지게차 충전기 플러그 파손 교체,지게차 충전기 플러그,파손,플러그 교체,윤동태,20,,"{'고장부품': '출하장 지게차 충전기 플러그', '불량유형': '파손', '조치내용': '플러그 교체'}","{'고장부품': '지게차 충전기 플러그', '불량유형': '파손', '조치내용': '플러그 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-17,출하장 충전기 충전불량 점검 2차 DC24V 전압인가 되나 충전불가 구매검토,출하장 충전기,충전불량,"2차 DC24V 전압 확인, 충전불가능하므로 구매 검토",윤동태,30,,"{'고장부품': '출하장 충전기', '불량유형': '충전불량', '조치내용': '점검 2차 DC24V 전압 체크 및 충전 불가로 구매 검토'}","{'고장부품': '출하장 충전기', '불량유형': '충전불량', '조치내용': '2차 DC24V 전압 확인, 충전불가능하므로 구매 검토'}"
S000000005,BDS-001,벤드쇼,2023-05-18,두원공조 한온라인 선풍기 BRKT 제작 5대 설치 완료 외부 1대,두원공조 한온라인 선풍기 BRKT,제작상의 문제,5대 설치 완료 및 외부 1대,보전반전원,160,,"{'고장부품': '두원공조 한온라인 선풍기 BRKT', '불량유형': '제작 불량', '조치내용': '5대 설치 완료, 외부 1대'}","{'고장부품': '두원공조 한온라인 선풍기 BRKT', '불량유형': '제작상의 문제', '조치내용': '5대 설치 완료 및 외부 1대'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-05-18,NC FEEDER 오프너 상승줄능 윤활유 보충 오프너 상승용밸브 릴리프 유압교정,NC FEEDER 오프너 상승줄능,윤활유 부족,오프너 상승용밸브 릴리프의 유압을 교정하고 윤활유 보충,윤동태,40,,"{'고장부품': 'NC FEEDER 오프너 상승줄능', '불량유형': '윤활유', '조치내용': '유품유 보충 및 오프너 상승용밸브 릴리프 유압 교정'}","{'고장부품': 'NC FEEDER 오프너 상승줄능', '불량유형': '윤활유 부족', '조치내용': '오프너 상승용밸브 릴리프의 유압을 교정하고 윤활유 보충'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-05-18,"상무모터풀리 카바고정부라켓파손앵글보강용접,메인모터 냉각FAN필터 오염","['상무모터풀리 카바고정부라켓', '메인모터 냉각FAN필터']","['파손', '오염']","['앵글 보강용접', '필터 정비']",보전반전원,100,,"{'고장부품': '카바고정부라켓', '불량유형': '파손', '조치내용': '앵글 보강용접, 메인모터 냉각FAN 필터 오염 조치'}","{'고장부품': ""['상무모터풀리 카바고정부라켓', '메인모터 냉각FAN필터']"", '불량유형': ""['파손', '오염']"", '조치내용': ""['앵글 보강용접', '필터 정비']""}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-05-18,타발중메인모터정지콘버트알람 과온발생 냉각FAN 2EA구동불능 임시부로아설치,"타발중 메인모터, 냉각FAN","과온, 구동불능",임시 부로 설치,송명호윤동태,120,,"{'고장부품': '메인모터 정지콘버트', '불량유형': '과온 발생', '조치내용': '냉각 FAN 2EA 구동 불능 임시부로 설치'}","{'고장부품': '타발중 메인모터, 냉각FAN', '불량유형': '과온, 구동불능', '조치내용': '임시 부로 설치'}"
M000000115,E-0616 이관,조립기VQ 스페어타이어 조립,2023-05-18,이탈력검사기 기동스위치 간헐적 복구 불가 스위치 교체,이탈력검사기 기동스위치,간헐적 복구 불가,스위치 교체,윤동태,30,,"{'고장부품': '이탈력검사기 기동스위치', '불량유형': '간헐적 복구 불가', '조치내용': '스위치 교체'}","{'고장부품': '이탈력검사기 기동스위치', '불량유형': '간헐적 복구 불가', '조치내용': '스위치 교체'}"
M000000115,E-0616 이관,조립기VQ 스페어타이어 조립,2023-05-18,이탈력검사기 기동스위치 간헐적 복구 불가 스위치 교체,이탈력검사기 기동스위치,간헐적 복구 불가,스위치 교체,윤동태,30,,"{'고장부품': '이탈력검사기 기동스위치', '불량유형': '간헐적 복구 불가', '조치내용': '스위치 교체'}","{'고장부품': '이탈력검사기 기동스위치', '불량유형': '간헐적 복구 불가', '조치내용': '스위치 교체'}"
M000000240,RBT-057,로봇용접기MUFFLER 1호 로봇,2023-05-18,공기압 이상 압력스위치 고장 N24V라인 단선 PLC 판넬내부 단자 COM 처리,압력스위치,"공기압 이상, N24V라인 단선",PLC 판넬내부 단자 COM 처리,윤동태,60,,"{'고장부품': '압력스위치', '불량유형': '공기압 이상', '조치내용': 'N24V라인 단선, PLC 판넬 내부 단자 COM 처리'}","{'고장부품': '압력스위치', '불량유형': '공기압 이상, N24V라인 단선', '조치내용': 'PLC 판넬내부 단자 COM 처리'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-18,"두원공조,한온라인 선풍기 BRKT 제작5대 설치 외부 1대",선풍기 BRKT,외부 1대 제작 필요,선풍기 BRKT 제작5대 설치,보전반전원,160,,"{'고장부품': '두원공조, 한온라인 선풍기 BRKT', '불량유형': '제작 불량', '조치내용': '제작 5대 설치 외부 1대'}","{'고장부품': '선풍기 BRKT', '불량유형': '외부 1대 제작 필요', '조치내용': '선풍기 BRKT 제작5대 설치'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-18,삼성조립라인 검사대  알미늄판 MC판 가공후 부착 완료,삼성조립라인 검사대 알미늄판 MC판,가공 오류,가공 후 부착 완료,오정수,120,,"{'고장부품': '삼성조립라인 검사대 알미늄판 MC판', '불량유형': '부착 불량', '조치내용': '부착 완료'}","{'고장부품': '삼성조립라인 검사대 알미늄판 MC판', '불량유형': '가공 오류', '조치내용': '가공 후 부착 완료'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-18,"소방점검 지적사항 개선중 사무동2층 연기감지기교체, #34발신기경조교체",사무동2층,고장,"연기감지기 교체, 발신기경조 교체",송명호,60,,"{'고장부품': '사무동2층 연기감지기, #34발신기경조', '불량유형': '지적사항', '조치내용': '감지기 교체, 경조 교체'}","{'고장부품': '사무동2층', '불량유형': '고장', '조치내용': '연기감지기 교체, 발신기경조 교체'}"
M000000582,ASM-034,삼성CASE BOTTOM조립기1라인 E4L,2023-05-19,탄력바아 와이어파손 조립,탄력바 와이어,파손,조립,오정수,30,,"{'고장부품': '탄력바아 와이어', '불량유형': '파손', '조치내용': '조립'}","{'고장부품': '탄력바 와이어', '불량유형': '파손', '조치내용': '조립'}"
M000000378,BRZ-008,브로제(HOT RIVETING 1호기),2023-05-19,인덱스 제품감지센서 이상 센서 감도조정,인덱스 제품감지센서,이상 감지,센서 감도조정,윤동태,30,,"{'고장부품': '인덱스 제품감지센서', '불량유형': '이상', '조치내용': '센서 감도조정'}","{'고장부품': '인덱스 제품감지센서', '불량유형': '이상 감지', '조치내용': '센서 감도조정'}"
M000000393,BRZ-010,브로제TM EOL BALANCE M/C 1호기,2023-05-19,fan motor 파워 콘넥터 결속불량 리노핀 전체 리볼팅,fan motor 파워 콘넥터,결속불량,리노핀 전체 리볼팅,송묭호윤동태,40,,"{'고장부품': 'fan motor 파워 콘넥터', '불량유형': '결속불량', '조치내용': '리노핀 전체 리볼팅'}","{'고장부품': 'fan motor 파워 콘넥터', '불량유형': '결속불량', '조치내용': '리노핀 전체 리볼팅'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-05-19,코버터 내부 냉각FAN 구동이상 전원콘넥터 적불 재결속 Fan 4ea 오염청소,코버터 내부 냉각FAN 전원콘넥터,구동이상,"재결속하고, 오염된 Fan 4ea 청소",송명호윤동태,120,,"{'고장부품': '코버터 내부 냉각FAN', '불량유형': '구동이상', '조치내용': '전원콘넥터 적불 재결속, Fan 4ea 오염청소'}","{'고장부품': '코버터 내부 냉각FAN 전원콘넥터', '불량유형': '구동이상', '조치내용': '재결속하고, 오염된 Fan 4ea 청소'}"
S000000069,FOL-015,지게차헨드리프트1반,2023-05-19,기동시 브레이크 해제불가 디스크 간격조정,브레이크,기동시 해제불가,디스크 간격 조정,윤동태,30,,"{'고장부품': '브레이크', '불량유형': '해제불가', '조치내용': '디스크 간격조정'}","{'고장부품': '브레이크', '불량유형': '기동시 해제불가', '조치내용': '디스크 간격 조정'}"
S000000069,FOL-015,지게차헨드리프트1반,2023-05-19,기동시 브레이크 해제불가 디스크 간격조정,브레이크,기동시 해제불가,디스크 간격조정,윤동태,30,,"{'고장부품': '브레이크', '불량유형': '해제불가', '조치내용': '디스크 간격조정'}","{'고장부품': '브레이크', '불량유형': '기동시 해제불가', '조치내용': '디스크 간격조정'}"
M000000195,POP-041,파워프레스150TON PRESS AMP(6),2023-05-19,메인모터 기동이상 기동스위치 단자 접촉불량 리볼팅 수리,메인모터 기동스위치 단자,접촉불량,리볼팅 수리,송명호윤동태,30,,"{'고장부품': '메인모터 기동스위치 단자', '불량유형': '접촉불량', '조치내용': '리볼팅 수리'}","{'고장부품': '메인모터 기동스위치 단자', '불량유형': '접촉불량', '조치내용': '리볼팅 수리'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-19,"SIDE,MIDDLE 핫스테이킹 작업대 높이수정","SIDE, MIDDLE 핫스테이킹 작업대",높이 불일치,작업대 높이 수정,윤동태오정수,100,,"{'고장부품': 'SIDE, MIDDLE 핫스테이킹 작업대', '불량유형': '높이 불균형', '조치내용': '높이 수정'}","{'고장부품': 'SIDE, MIDDLE 핫스테이킹 작업대', '불량유형': '높이 불일치', '조치내용': '작업대 높이 수정'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-19,"삼성 E4L 리벳,볼트 보관슈트 수정 작업","삼성 E4L 리벳, 볼트 보관슈트",보관 불량,보관슈트 수정 작업,오정수,100,,"{'고장부품': '삼성 E4L 리벳,볼트 보관슈트', '불량유형': '고장', '조치내용': '보관슈트 수정 작업'}","{'고장부품': '삼성 E4L 리벳, 볼트 보관슈트', '불량유형': '보관 불량', '조치내용': '보관슈트 수정 작업'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-19,"소방점검지적사항 개선 소화기5EA교체,소화전#20위치표시등교체,#27유동등교체","소화기, 소화전 #20 위치표시등, #27 유동등",소방점검 지적사항,"소화기 5EA 교체, 소화전 #20 위치표시등 교체, #27 유동등 교체",송명호윤동태,150,,"{'고장부품': '소화기, 소화전#20, #27', '불량유형': '지적사항, 개선 필요', '조치내용': '소화기 5EA 교체, 소화전#20 위치 표시 등 교체, #27 유동 등 교체'}","{'고장부품': '소화기, 소화전 #20 위치표시등, #27 유동등', '불량유형': '소방점검 지적사항', '조치내용': '소화기 5EA 교체, 소화전 #20 위치표시등 교체, #27 유동등 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-19,조립세척 출입문 방화도아 후렘 이탈 수정 완료,조립세척 출입문 방화도어 후렘,이탈,수정 완료,오정수,60,,"{'고장부품': '조립세척 출입문 방화도아', '불량유형': '이탈', '조치내용': '후렘 수정 완료'}","{'고장부품': '조립세척 출입문 방화도어 후렘', '불량유형': '이탈', '조치내용': '수정 완료'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-19,조립세척라인 천정 누수 지붕배기 닥터 부위 실리콘 마감 ,조립세척라인 천정,누수,지붕배기 닥터 부위에 실리콘 마감,오정수,30,,"{'고장부품': '천정 지붕배기 닥터', '불량유형': '누수', '조치내용': '실리콘 마감'}","{'고장부품': '조립세척라인 천정', '불량유형': '누수', '조치내용': '지붕배기 닥터 부위에 실리콘 마감'}"
M000000261,RVT-012,리벳팅기(C200),2023-05-20,실린더 하강불량 수동상승 복귀,실린더,하강 불량,수동 상승 복귀,송명호,10,,"{'고장부품': '실린더', '불량유형': '하강불량', '조치내용': '수동상승 복귀'}","{'고장부품': '실린더', '불량유형': '하강 불량', '조치내용': '수동 상승 복귀'}"
M000000292,RVT-020(시팅),리벳팅기SIDEMEMBER FASK,2023-05-20,모델감지 센서이상 24V입력 콘넥트 단선 수리,24V입력 콘넥트,센서 이상으로 인한 단선,콘넥트 수리,송명호,120,,"{'고장부품': '모델감지 센서', '불량유형': '이상', '조치내용': '24V 입력 콘넥트 단선 수리'}","{'고장부품': '24V입력 콘넥트', '불량유형': '센서 이상으로 인한 단선', '조치내용': '콘넥트 수리'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-20,사출 검사대 형광등 전원 재결선,사출 검사대 형광등 전원,재결선,전원선 재결선 작업,송명호,20,,"{'고장부품': '사출 검사대 형광등', '불량유형': '전원 부족', '조치내용': '전원 재결선'}","{'고장부품': '사출 검사대 형광등 전원', '불량유형': '재결선', '조치내용': '전원선 재결선 작업'}"
M000000018,ASM-006 설비이전,조립기(TQ 자동조립기),2023-05-22,레규레이트 에어누설 피팅 교체,레규레이트,에어누설,피팅 교체,오정수,30,,"{'고장부품': '레규레이트', '불량유형': '에어누설', '조치내용': '피팅 교체'}","{'고장부품': '레규레이트', '불량유형': '에어누설', '조치내용': '피팅 교체'}"
M000000419,ASM-033(시팅),조립기GGB BUSH 인덱스 조립기,2023-05-22,#3000번 부쉬 확관이상 상부 부쉬 끼임 제거,#3000번 부쉬,확관이상,상부 부쉬 끼임 제거,오정수,30,,"{'고장부품': '#3000번 부쉬', '불량유형': '확관 이상', '조치내용': '상부 부쉬 끼임 제거'}","{'고장부품': '#3000번 부쉬', '불량유형': '확관이상', '조치내용': '상부 부쉬 끼임 제거'}"
S000000005,BDS-001,벤드쇼,2023-05-22,진공펌프 윤활유 점검 보충 및  그리스 주입,진공펌프 윤활유,점검 필요,윤활유 보충 및 그리스 주입,윤동태,50,,"{'고장부품': '진공펌프 윤활유', '불량유형': '점검 필요', '조치내용': '윤활유 보충 및 그리스 주입'}","{'고장부품': '진공펌프 윤활유', '불량유형': '점검 필요', '조치내용': '윤활유 보충 및 그리스 주입'}"
S000000019,CNV-001,스크랩 컨베어,2023-05-22,메인 컨베어 오바로드 아웃 플레이트 분할핀 체결,메인 컨베어 오바로드,아웃 플레이트 분할핀 불량,아웃 플레이트 분할핀 체결,오정수윤동태,40,,"{'고장부품': '메인 컨베어 오바로드 아웃 플레이트', '불량유형': '분할핀', '조치내용': '체결'}","{'고장부품': '메인 컨베어 오바로드', '불량유형': '아웃 플레이트 분할핀 불량', '조치내용': '아웃 플레이트 분할핀 체결'}"
M000000082,E-0306,파워프레스(파워)110TON PRESS (P3),2023-05-22,하사점에서 융착발생 슬라이드 어져스트 과조정으로 기어이탈 재조립 ,슬라이드 어져스트,융착,기어 재조립 및 과조정,오정수윤동태,180,,"{'고장부품': '슬라이드 어져스트', '불량유형': '융착', '조치내용': '과조정으로 기어이탈 재조립'}","{'고장부품': '슬라이드 어져스트', '불량유형': '융착', '조치내용': '기어 재조립 및 과조정'}"
M000000117,E-0619 이관,조립기CM 스페어타이어,2023-05-22,코킹 와이어 길이과다 와이어 스톱파 용접보강 연마,코킹 와이어,길이과다,와이어 스톱파 용접보강 및 연마,오정수,50,,"{'고장부품': '코킹 와이어', '불량유형': '길이과다', '조치내용': '와이어 스톱파 용접 보강 연마'}","{'고장부품': '코킹 와이어', '불량유형': '길이과다', '조치내용': '와이어 스톱파 용접보강 및 연마'}"
M000000192,POP-038,파워프레스200TON PRESS (B3),2023-05-22,안전1행정 기동이상 로타리캠 스위치 접점불량 수리,로타리캠 스위치,"기동이상, 접점 불량",수리,송명호,40,,"{'고장부품': '로타리캠 스위치', '불량유형': '접점불량', '조치내용': '수리'}","{'고장부품': '로타리캠 스위치', '불량유형': '기동이상, 접점 불량', '조치내용': '수리'}"
M000000195,POP-041,파워프레스150TON PRESS AMP(6),2023-05-22,습동유 기동이상 전원용 콘넥터 이탈 체결,전원용 콘넥터,이탈,체결,윤동태,20,,"{'고장부품': '전원용 콘넥터', '불량유형': '기동 이상', '조치내용': '체결'}","{'고장부품': '전원용 콘넥터', '불량유형': '이탈', '조치내용': '체결'}"
M000000237,RBT-054,로봇용접기B16DTX 2호기,2023-05-22,용접지그 에어누출 밴딩 조임,용접지그,에어누출,밴딩 조임,오정수,20,,"{'고장부품': '용접지그', '불량유형': '에어누출', '조치내용': '밴딩 조임'}","{'고장부품': '용접지그', '불량유형': '에어누출', '조치내용': '밴딩 조임'}"
S000000073,FOL-020,지게차 입식1.8TON 전동지게차,2023-05-23,"정차주에도 경보음 울리 경광등 배선 교체,가속방지 가이드 제작 설치",경광등 배선,경보음 울림,배선 교체 및 가속방지 가이드 제작 설치,송명호윤동태오정수,120,,"{'고장부품': '경광등 배선, 가속방지 가이드', '불량유형': '경보음 울리', '조치내용': '배선 교체, 가속방지 가이드 제작, 설치'}","{'고장부품': '경광등 배선', '불량유형': '경보음 울림', '조치내용': '배선 교체 및 가속방지 가이드 제작 설치'}"
M000000195,POP-041,파워프레스150TON PRESS AMP(6),2023-05-23,메인모터 기동이상 기동스위치 교체 및 회로점검,메인모터,기동 이상,기동스위치 교체 및 회로 점검,윤동태,60,,"{'고장부품': '메인모터', '불량유형': '기동이상', '조치내용': '기동스위치 교체 및 회로점검'}","{'고장부품': '메인모터', '불량유형': '기동 이상', '조치내용': '기동스위치 교체 및 회로 점검'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-23,보관사무동 2층 소변기 막힘 청소 수리,보관사무동 2층 소변기,막힘,청소 및 수리,오정수,60,,"{'고장부품': '보관사무동 2층 소변기', '불량유형': '막힘', '조치내용': '청소 수리'}","{'고장부품': '보관사무동 2층 소변기', '불량유형': '막힘', '조치내용': '청소 및 수리'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-23,식당 세척기 메인 차단기 트립 누전 차단기 교체 ,식당 세척기 메인 차단기,트립,누전 차단기 교체,윤동태,30,25000.0,"{'고장부품': '메인 차단기', '불량유형': '트립', '조치내용': '누전 차단기 교체'}","{'고장부품': '식당 세척기 메인 차단기', '불량유형': '트립', '조치내용': '누전 차단기 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-23,전착도장 보관중인 스크류 드라이버 코드선 단선,스크류 드라이버 코드선,단선,코드선 교체,윤동태,100,,"{'고장부품': '스크류 드라이버 코드선', '불량유형': '단선', '조치내용': '스크류 드라이버 코드선 재설치'}","{'고장부품': '스크류 드라이버 코드선', '불량유형': '단선', '조치내용': '코드선 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-23,지게차 충전기 전체 청소,지게차 충전기,먼지로 인한 오작동,전체 청소,오정수 윤동태,180,,"{'고장부품': '지게차 충전기', '불량유형': '부품 오염', '조치내용': '충전기 전체 청소'}","{'고장부품': '지게차 충전기', '불량유형': '먼지로 인한 오작동', '조치내용': '전체 청소'}"
M000000043,CLN-004,세척기(4조식 세척기:우주),2023-05-24,2번 세척유펌프 메카니칼 시일 누유 화신산업 무상 aAS 교체,2번 세척유펌프 메카니칼 시일,누유,화신산업 무상 aAS 교체,윤동태,40,,"{'고장부품': '2번 세척유펌프 메카니칼 시일', '불량유형': '누유', '조치내용': '화신산업 무상 aAS 교체'}","{'고장부품': '2번 세척유펌프 메카니칼 시일', '불량유형': '누유', '조치내용': '화신산업 무상 aAS 교체'}"
S000000044,EDS-001(철거),전착도장,2023-05-24,2층 전기 판넬 전등 고장 교체,2층 전기 판넬 전등,고장,등교체,윤동태,30,,"{'고장부품': '2층 전기 판넬 전등', '불량유형': '고장', '조치내용': '전등 교체'}","{'고장부품': '2층 전기 판넬 전등', '불량유형': '고장', '조치내용': '등교체'}"
M000000135,HYP-028(시팅),유압프레스(스테이킹),2023-05-24,스핀들상승 간헐적 동작이상 유압상슬 솔재르 동작용 릴레이 접점 마모 수리,유압상슬 솔재르 동작용 릴레이 접점,"간헐적 동작이상, 마모",릴레이 접점 수리,윤동태,40,,"{'고장부품': '유압상슬 솔재르', '불량유형': '동작 이상', '조치내용': '릴레이 접점 마모 수리'}","{'고장부품': '유압상슬 솔재르 동작용 릴레이 접점', '불량유형': '간헐적 동작이상, 마모', '조치내용': '릴레이 접점 수리'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-24,2공장 사출기 10대 매각 유틸리티 철거 지원,2공장 사출기 10대,매각,유틸리티 철거 지원,오정수,500,,"{'고장부품': '2공장 사출기 10대', '불량유형': '매각', '조치내용': '유틸리티 철거 지원'}","{'고장부품': '2공장 사출기 10대', '불량유형': '매각', '조치내용': '유틸리티 철거 지원'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-24,4조식 세척기 천정등 고장 교체,4조식 세척기 천정등,고장,천정등 교체,윤동태,40,,"{'고장부품': '4조식 세척기 천정등', '불량유형': '고장', '조치내용': '천정등 교체'}","{'고장부품': '4조식 세척기 천정등', '불량유형': '고장', '조치내용': '천정등 교체'}"
Z000000002,Z000000002,수동대차 리프트,2023-05-24,E5D 인하우스 출입문 스톱퍼 이탈 재고정,E5D 인하우스 출입문 스톱퍼,이탈,스톱퍼 재고정,오정수,40,,"{'고장부품': 'E5D 인하우스 출입문 스톱퍼', '불량유형': '이탈', '조치내용': '재고정'}","{'고장부품': 'E5D 인하우스 출입문 스톱퍼', '불량유형': '이탈', '조치내용': '스톱퍼 재고정'}"
